"cjxiaoqu","constructionTime","bankuai","communityAverage","elevator","subway","school","hospital","supermarket"
"老山一院",2000,"老山",70292,1,0,1,0,0
"石景山路院",2015,"老山",97258,1,1,1,1,0
"金顶街五区",2010,"老山",43322,1,1,1,0,1
"诗景长安",2006,"老山",80807,1,0,0,1,0
"碣石坪",1973,"老山",122504,0,1,0,0,0
"黄南苑",2012,"老山",45026,1,0,1,0,1
"老山东里",2005,"老山",50908,1,0,1,1,0
"北苑",2010,"梨园",38176,1,1,0,1,0
"芳草园别墅",1999,"梨园",68537,1,0,1,0,0
"景馨家园",1986,"梨园",99711,1,1,1,1,0
"群芳三园",2005,"梨园",42611,1,1,1,0,0
"芳草园小区",2008,"梨园",171180,1,1,0,0,0
"枫露皇苑",2008,"梨园",29383,1,0,1,1,0
"京艺天朗雅园",1987,"梨园",81214,1,1,0,0,0
"水月院",1988,"梨园",59420,1,1,0,1,1
"华远铭悦",1993,"梨园",71881,1,0,1,1,1
"乔庄北区",2004,"梨园",46867,1,0,1,0,0
"达富雅园",1977,"梨园",97436,1,1,1,0,1
"世爵源墅",2009,"梨园",42284,1,0,0,0,1
"昊天嘉园",2002,"梨园",36508,1,1,1,0,0
"梨花园",2000,"梨园",75739,1,0,0,0,0
"合生滨江帝景一期",1998,"梨园",94477,1,0,1,0,1
"花涧溪",1993,"梨园",101934,1,1,0,0,1
"京贸国际城东区",2000,"梨园",64245,1,1,0,1,0
"柳岸方园",1997,"梨园",74572,1,0,0,1,1
"乔庄北街院",2006,"梨园",86302,1,1,1,0,1
"海棠湾三期",2015,"梨园",36128,1,1,1,1,0
"金隅花石匠",2007,"梨园",44043,1,0,1,0,1
"海棠湾二期",2014,"梨园",40508,1,0,0,0,1
"河畔丽景",1989,"梨园",81499,1,0,1,1,1
"通典铭居",2005,"梨园",75490,0,1,0,1,1
"奥竺苑",2000,"李桥",89520,1,1,1,1,1
"东香庭",1989,"李桥",129835,1,0,1,0,1
"富力湾",1995,"李桥",36465,1,0,0,1,1
"北京苏活二区",1990,"李桥",75528,1,1,0,0,0
"鹭_国际",1980,"李桥",80774,0,1,1,0,1
"金汉绿港四区",2003,"李桥",27382,0,0,1,1,1
"鲁能院颐景润园",2009,"李桥",67507,1,1,1,0,0
"港馨家园西区",1989,"李桥",71700,1,1,0,1,0
"港馨家园东区",2000,"李桥",38178,1,0,0,1,0
"佳和宜园",2007,"李桥",56107,1,0,1,1,0
"石园东区",2008,"李桥",79885,1,0,1,1,1
"石园南区",2000,"李桥",47095,1,0,1,1,0
"建新北区",2008,"李桥",58955,1,1,1,0,1
"仓上小区",2000,"李桥",34694,1,0,0,1,1
"石园北区",1997,"李桥",39314,1,0,1,0,0
"东方太阳城",1986,"李桥",72138,1,1,1,1,1
"城建集团家属楼",1983,"立水桥",104366,1,1,0,1,0
"塞纳维拉",1990,"立水桥",43670,0,1,0,0,1
"明天生活馆",2000,"立水桥",136073,1,1,0,0,1
"嘉诚花园二期",2006,"立水桥",53624,1,1,1,0,1
"清水园二期",1986,"立水桥",57838,1,1,1,1,1
"嘉诚花园一期",2008,"立水桥",84448,1,1,1,1,0
"公园两栋",2006,"立水桥",67501,1,0,1,0,1
"东货场路院",1998,"丽泽",121904,1,0,0,0,1
"丰益花园东区",2004,"丽泽",130831,1,0,0,0,1
"丰益花园西区",1989,"丽泽",59395,1,1,1,0,1
"北潞冠家园",2004,"良乡",35977,1,1,1,1,1
"辰光嘉园",1979,"良乡",45755,0,1,0,1,1
"东秀街三巷",1979,"良乡",61550,1,1,1,0,1
"拱辰南大街",1997,"良乡",77395,1,0,1,0,1
"昊天温泉家园",1981,"良乡",84021,0,1,0,0,1
"昊文温泉家园",1967,"良乡",84930,1,1,0,1,0
"隆曦园A区",2008,"良乡",116259,1,1,1,1,1
"明源北里",1984,"良乡",133006,1,1,0,0,0
"明源南里",1984,"良乡",135673,0,1,1,0,0
"圣景苑",1996,"良乡",57119,1,1,0,0,0
"吴店西里",1995,"良乡",86766,1,1,1,1,1
"建设巷小区",1988,"良乡",73280,1,1,1,0,1
"金地朗悦朗园",1980,"良乡",75786,1,1,0,1,1
"明慧嘉园",1988,"良乡",111567,1,1,1,1,0
"南关东路",1995,"良乡",114029,1,1,1,0,1
"苏园小区",2000,"良乡",62404,1,0,0,1,1
"腾龙家园二区",2008,"良乡",66771,1,1,1,0,0
"腾龙家园三区",2008,"良乡",67039,1,1,0,0,0
"北潞春家园",2003,"良乡",92400,1,1,1,1,0
"北潞馨家园",2003,"良乡",94203,1,1,1,1,1
"蚕种场小区",1983,"良乡",97691,1,1,0,1,1
"拱辰北大街",2003,"良乡",49135,0,0,1,0,0
"黄辛庄东里",2005,"良乡",74104,1,1,0,1,1
"绿地启航社",1997,"良乡",118279,1,0,1,0,0
"山水汇豪苑A区",1980,"良乡",56974,1,1,1,0,1
"文化路社区",2002,"良乡",75074,1,1,1,0,0
"北潞芳家园",1998,"良乡",87590,1,0,0,1,1
"建华北里小区",1991,"良乡",65630,1,1,1,0,1
"花园巷小区",1998,"良乡",46642,1,0,0,1,1
"四合巷小区",2004,"良乡",36014,1,0,1,0,1
"行宫园四里",2010,"良乡",92358,1,0,1,1,0
"嘉瑞通小区",2003,"良乡",120834,1,1,0,1,1
"行宫园二里",2002,"良乡",46582,0,0,1,0,0
"鸿顺园东区",2002,"良乡",54424,1,1,1,0,1
"鸿顺园西区",1978,"良乡",55082,0,1,0,0,0
"伟业嘉园西里",2007,"良乡",69301,1,1,1,1,0
"行宫园三里",1983,"良乡",82971,1,1,1,1,1
"行宫园一里",1981,"良乡",80214,1,0,1,0,1
"沸城",2002,"良乡",46608,1,1,0,0,1
"佳世苑小区",2009,"良乡",63949,1,0,1,0,1
"景欣园",2005,"临河里",99657,1,1,1,1,0
"石榴庄西街",1985,"刘家窑",61681,1,1,0,1,1
"首开石榴派",2001,"刘家窑",63597,1,0,0,0,0
"蒲黄榆路",2005,"刘家窑",99671,1,1,1,0,0
"顺五条",2005,"刘家窑",53876,1,0,0,1,1
"冠军楼",1994,"刘家窑",126393,1,0,1,0,0
"贾家花园小区",1993,"刘家窑",56533,1,1,0,0,0
"贾家花园甲院",1991,"刘家窑",123204,1,1,0,1,1
"城市印象",2002,"刘家窑",99381,1,1,1,1,1
"光彩家园",2005,"刘家窑",69716,0,0,1,0,0
"贾家花园院",1989,"刘家窑",85178,1,1,1,0,0
"圣淘沙",2009,"刘家窑",54571,1,1,0,0,1
"世华水岸B区",1984,"刘家窑",56356,1,1,1,1,1
"马公庄",2001,"刘家窑",45147,1,0,1,0,0
"苗圃东里",2005,"刘家窑",73113,1,0,1,1,1
"南三环中路院",2005,"刘家窑",74909,1,1,0,0,0
"慧时欣园",2002,"刘家窑",40712,1,0,1,0,0
"大成路院",1991,"六里桥",50306,0,1,1,1,1
"莲花池西路",1999,"六里桥",108362,1,1,0,0,0
"莲花池西路院",2000,"六里桥",108724,1,1,1,1,0
"林滤家园",1989,"六里桥",111731,1,1,0,0,0
"六里桥小区",2008,"六里桥",113538,1,1,0,1,1
"嘉德公寓",1987,"六里桥",70364,1,1,1,1,1
"莲怡园北路院",2009,"六里桥",96405,1,1,1,0,0
"六里桥院",1981,"六里桥",100290,0,1,1,0,0
"茗筑",1995,"六里桥",111689,1,1,0,1,1
"湾子街社区",2004,"六里桥",76920,1,1,1,1,1
"华源二里",2000,"六里桥",71592,1,0,0,0,1
"精图小区院",1981,"六里桥",88356,1,1,1,0,1
"莲馨嘉园",1980,"六里桥",101549,0,1,1,0,0
"碧波园",2010,"六里桥",88193,1,1,1,0,0
"莲怡园一区",1991,"六里桥",83559,1,0,1,0,1
"金唐国际",2000,"六里桥",38270,0,0,0,0,0
"马连道西里",2005,"六里桥",51193,1,0,0,1,0
"盛今大厦",1985,"六里桥",94989,1,0,0,0,1
"大井北里",2004,"六里桥",56451,1,1,0,0,0
"第七街区",1991,"六里桥",57901,1,1,0,1,0
"青塔西里院",2000,"六里桥",47699,1,0,0,1,0
"莲花池南里",2009,"六里桥",54106,1,0,1,0,0
"莲花小区",1995,"六里桥",54582,1,1,1,1,1
"万科紫台",2006,"六里桥",31088,1,1,1,1,1
"六里桥北里",2000,"六里桥",43010,1,1,0,0,1
"铁路小区",2006,"六里桥",71463,1,1,1,0,1
"万年花城五期",2007,"六里桥",72381,1,0,1,1,1
"万恒家园",1998,"六里桥",52774,1,1,1,0,0
"糖人街",1986,"六里桥",90665,1,1,0,0,0
"天鸿美域",1991,"六里桥",58502,1,1,0,1,1
"莲香园",1988,"六里桥",58225,0,0,0,0,1
"民岳家园",2004,"六里桥",106634,1,1,0,0,1
"万科紫苑",2004,"六里桥",45906,0,0,1,1,0
"东棉花胡同院",2008,"六铺炕",58143,1,0,1,0,0
"鼓楼西大街",1998,"六铺炕",79126,1,1,1,0,1
"后马厂胡同",2000,"六铺炕",89497,1,1,1,0,0
"黄寺后身院",1978,"六铺炕",93002,0,0,1,0,0
"邱家胡同",1987,"六铺炕",41755,1,1,0,0,0
"世纪科贸大厦",2002,"六铺炕",64669,1,1,1,1,0
"德胜世嘉",2007,"六铺炕",112125,1,0,1,0,0
"教场口街院",1987,"六铺炕",74016,0,1,1,0,1
"安苑里",1986,"六铺炕",84454,0,0,1,1,0
"华龙美钰",1987,"六铺炕",57285,1,1,0,0,1
"双清路院",2003,"六铺炕",104484,1,1,0,1,1
"华龙美晟",2009,"六铺炕",38043,1,0,1,1,1
"首开知语城",2005,"六铺炕",66219,1,1,0,1,1
"荣上居",2001,"六铺炕",64181,1,1,0,1,0
"黄庄小区",1998,"六铺炕",59002,1,1,0,0,0
"科育小区",1998,"六铺炕",65996,1,0,1,0,0
"彩虹城五区",1980,"龙泽",89869,0,0,0,1,1
"崔村一里",1986,"卢沟桥",108304,0,1,0,1,0
"东山坡一里",1973,"卢沟桥",127119,0,1,0,1,0
"建设二里",1989,"卢沟桥",73192,1,1,0,1,1
"南关东里",1984,"卢沟桥",113563,1,1,1,0,1
"汤泉墅",2008,"卢沟桥",68319,1,1,1,0,0
"卢沟桥南里甲八院",2006,"卢沟桥",79959,1,1,1,1,1
"卢西嘉园",1996,"卢沟桥",49214,1,1,1,0,1
"九洲溪雅苑二区",2002,"卢沟桥",35434,1,0,0,1,0
"卢沟桥北里",2002,"卢沟桥",51025,1,0,0,1,1
"钓鱼台院",2010,"鲁谷",115414,1,1,1,0,0
"CRD银座",2007,"鲁谷",67515,1,1,0,1,1
"鲁谷院",2002,"鲁谷",80678,1,0,1,0,1
"大成郡纤云园",2003,"鲁谷",65311,1,0,1,1,0
"大成时代公馆",1982,"鲁谷",66763,1,1,1,0,1
"十一教工楼",1985,"鲁谷",63427,1,0,1,1,0
"八场宿舍",2002,"鲁谷",84282,1,1,1,0,0
"大成郡花雨园",2004,"鲁谷",104250,1,1,0,1,0
"鲁谷村",1999,"鲁谷",34068,1,0,0,0,0
"郦城二区",1984,"鲁谷",52347,1,1,0,1,0
"万达广场",1999,"鲁谷",106800,1,0,0,0,1
"东海仪园",1990,"鲁谷",105720,1,1,0,1,0
"京汉旭城三期",1998,"鲁谷",73377,1,0,0,0,0
"六建",2012,"鲁谷",70362,1,0,0,0,1
"华富丽苑",2005,"鲁谷",56021,1,1,0,0,0
"模式口西里",2010,"鲁谷",45281,1,0,1,0,1
"盛通绿色家园",1984,"潞苑",59916,1,1,0,1,0
"科学园南里七区",1992,"马甸",101558,1,1,1,0,1
"福海棠华苑",1995,"马家堡",33840,0,0,1,1,0
"嘉特美公馆",1998,"马家堡",71694,1,1,0,0,1
"景泰嘉园",1983,"马家堡",81682,1,1,1,0,1
"定安东里",2008,"马家堡",101662,1,1,1,1,0
"枫南世嘉",2003,"马家堡",126398,1,1,0,0,1
"景馨园",2003,"马家堡",66938,1,1,1,0,1
"蓝光云鼎",2007,"马家堡",70823,1,0,1,1,1
"马家堡院",2003,"马家堡",40745,1,0,1,0,0
"汇丰家园",2008,"马家堡",41003,1,0,1,0,0
"南华小区",2011,"马家堡",63518,1,0,1,1,0
"枫竹苑二区",2006,"马家堡",63742,1,0,1,0,1
"南庭新苑北区",2000,"马家堡",62293,1,1,0,1,1
"东丽温泉",2004,"马家堡",109755,1,1,1,1,1
"合生世界花园",1991,"马驹桥",55615,1,1,0,0,0
"卡尔公寓",1990,"马驹桥",69012,1,0,1,0,0
"米拉小镇",2002,"马驹桥",47674,1,1,0,1,1
"天鹅堡",1984,"马驹桥",70924,1,1,1,0,1
"融科钧廷",2006,"马驹桥",33518,1,0,1,0,0
"莲水怡园",1992,"马驹桥",66102,1,1,0,0,1
"金地格林",2001,"马驹桥",57372,1,1,1,1,0
"三义西里",2000,"马连道",50816,1,0,1,1,1
"水口子村院",2002,"马连道",70958,1,1,1,1,0
"大有庄院",1985,"马连洼",53925,1,1,1,0,0
"东旭园",2000,"马连洼",61651,1,1,0,0,0
"东馨园",1980,"马连洼",129890,0,1,1,1,0
"菊花盛苑",2009,"马连洼",84715,1,1,1,0,1
"百草园",1999,"马连洼",87270,1,1,1,0,0
"金隅山墅",2013,"马连洼",83519,1,1,0,1,1
"农业大学附属中学",2000,"马连洼",41142,1,0,1,0,0
"天秀花园荷塘月舍",1986,"马连洼",71072,1,1,1,0,1
"润千秋佳苑",1988,"马连洼",93139,1,1,0,0,1
"上地佳园",1983,"马连洼",99794,1,1,0,0,0
"梅园甲",2006,"马连洼",52723,1,1,1,1,0
"冠城大通百旺府",2013,"马连洼",43331,1,1,0,1,0
"水利局小区",1989,"马连洼",105670,1,1,0,0,1
"砂轮厂宿舍",2003,"马连洼",52394,1,1,0,1,1
"天秀花园古月园",2012,"马连洼",63867,1,1,0,0,0
"菊园",2009,"马连洼",56192,1,0,1,1,1
"天秀花园安和园",2007,"马连洼",39342,1,0,1,0,1
"百旺茉莉园",2009,"马连洼",51255,1,1,1,1,1
"马连洼院",2006,"马连洼",64855,1,1,0,1,1
"鲁能院水岸公馆",1985,"马坡",116369,1,1,0,1,1
"恒丰花园",1989,"马坡",59654,1,0,1,1,1
"恒华安纳湖",2000,"马坡",59819,1,1,1,1,0
"龙湖香醍漫步二区",1988,"马坡",101646,1,1,1,0,0
"北京苏活四区",1979,"马坡",92246,0,1,0,0,1
"金宝城北区",2005,"马坡",60038,1,0,0,1,1
"龙府花园",1977,"马坡",78832,1,1,0,1,1
"望潮家园",2013,"马坡",49901,1,0,0,1,0
"龙湖好望山",2006,"马坡",82168,1,1,1,0,0
"龙湖香醍漫步三区",1985,"马坡",84583,1,1,1,0,0
"双兴北区",2002,"马坡",43455,1,0,1,0,0
"龙湖香醍漫步一区",1995,"马坡",45958,1,0,1,0,1
"龙湖香醍漫步四区南区",2009,"马坡",70894,1,1,1,1,1
"龙湖香醍漫步四区北区",1977,"马坡",110308,0,0,0,0,0
"马坡花园一区",1992,"马坡",70100,1,0,1,1,0
"马坡花园二区",2004,"马坡",84031,1,1,0,0,0
"前进花园石门苑",2001,"马坡",60456,1,0,0,0,0
"鲁能院颐景溪园",1998,"马坡",85478,1,0,1,0,0
"东兴一区",2005,"马坡",46280,1,1,1,0,0
"矿建街院",1953,"门头沟其它",101845,0,1,0,0,0
"黑山北小街院",2003,"门头沟其它",43990,1,0,1,0,1
"藤花紫院",2011,"牡丹园",77291,1,0,0,0,1
"航天社区",1990,"牡丹园",54961,1,1,0,0,1
"牛奶宿舍",2003,"牡丹园",40933,1,0,1,0,0
"七省办",2000,"牡丹园",43384,1,0,0,1,1
"丙院",1980,"牡丹园",89512,1,1,0,1,0
"都景苑",2003,"牡丹园",112536,1,1,0,1,1
"花园北路",2000,"牡丹园",57736,1,1,0,1,0
"黄亭子小区",2014,"牡丹园",40750,1,1,0,1,1
"牡丹园北里",2006,"牡丹园",60822,1,0,0,0,0
"庚坊国际",1995,"牡丹园",65616,1,0,1,1,0
"北滨河路院",2011,"木樨地",33628,1,0,0,0,1
"市政宿舍",2013,"木樨地",67511,1,1,1,0,1
"晾果厂院",1985,"木樨地",105511,1,1,0,0,1
"三里河东路",2004,"木樨地",55208,1,1,0,0,0
"阜成门外大街甲",1990,"木樨地",137036,1,1,0,1,1
"莲花池东路",2003,"木樨地",83169,1,1,1,0,0
"温馨家园",2000,"木樨地",64716,1,1,0,1,1
"博望园",2010,"木樨地",58954,1,0,1,1,1
"复兴门南大街",2006,"木樨地",80032,1,1,0,0,1
"洪茂沟社区",1980,"木樨地",101493,1,1,1,0,1
"汽南小区",2008,"木樨地",55505,1,0,0,1,0
"桃园南街院",1994,"木樨园",66559,1,0,1,1,1
"东罗园",1991,"木樨园",107807,1,1,0,0,1
"城华园",2000,"南沙滩",36914,1,0,0,0,1
"昌盛园三区",2001,"南邵",44271,1,1,0,0,1
"富泉花园",1980,"南邵",75184,0,1,1,0,0
"和街东里",1980,"南邵",85991,0,0,0,0,0
"水关新村",2006,"南邵",70837,1,0,0,1,1
"建明里小区",1972,"南邵",73061,0,1,1,1,1
"菜园北里",1985,"牛街",41983,1,0,0,0,0
"大六部口街",2002,"牛街",52172,1,1,0,0,1
"富明公寓",1980,"牛街",74384,1,1,0,1,0
"教子胡同",1999,"牛街",96284,1,1,1,1,0
"南半截胡同院",1975,"牛街",140065,0,1,1,1,0
"权盛里",2007,"牛街",42538,1,1,0,1,1
"沙栏胡同",1998,"牛街",51773,1,1,0,1,0
"陶然居",2005,"牛街",77258,1,0,0,0,0
"城市之光",2009,"牛街",106096,1,0,0,0,1
"建功东里",2006,"牛街",72733,1,0,0,0,1
"胜利三巷",1991,"牛街",52048,1,0,1,0,0
"思源胡同",1995,"牛街",61408,1,1,0,0,0
"白纸坊北里院",1994,"牛街",86581,1,1,0,1,1
"方南家园二期",2012,"牛街",30795,1,1,0,1,0
"枫桦豪景一期",1995,"牛街",38216,1,0,1,1,1
"广安门南街",2011,"牛街",55456,1,0,0,1,1
"广益大厦",2009,"牛街",59645,1,1,1,1,1
"核桃园",1984,"牛街",66357,1,0,0,0,0
"青春无限",1996,"牛街",48510,0,1,1,0,1
"泰和嘉苑",1982,"牛街",67927,1,1,1,0,1
"白广路",1987,"牛街",84921,1,1,0,1,1
"白纸坊西街",1994,"牛街",85231,1,1,1,1,0
"凯迪尚府",1991,"牛街",68930,1,1,0,0,1
"万和世家",2013,"牛街",46305,1,0,1,0,0
"三庙大院",2002,"牛街",60049,1,0,0,0,0
"春风胡同社区",1985,"牛街",99634,1,1,0,1,0
"法源寺西里小区",1983,"牛街",124680,1,0,0,1,1
"黑窑厂西里",2005,"牛街",51746,1,1,0,1,1
"倒座庙",1995,"牛街",57625,1,1,0,0,0
"里仁街院",2011,"牛街",100306,1,0,0,0,0
"双槐里",2000,"牛街",58919,1,1,1,0,1
"白广路院",2003,"牛街",76922,1,1,0,0,0
"凌云居",2012,"牛街",55502,1,0,0,1,0
"万泉庄小区",2010,"牛街",36912,1,0,0,0,1
"似海怡家",2003,"牛街",47698,1,1,0,0,0
"稻香园西里",2004,"牛街",94514,1,1,1,0,1
"三义庙北",1980,"牛街",35083,0,0,1,0,1
"芙蓉里",2004,"牛街",66042,1,1,1,0,1
"加州水郡四期",2010,"牛街",129361,1,1,1,0,1
"广和东里",1996,"潘家园",80682,1,1,1,1,1
"松榆北路",1999,"潘家园",73291,1,1,0,1,1
"东架松",1958,"潘家园",122373,0,0,0,0,1
"广和里七巷",2000,"潘家园",46724,1,0,1,0,1
"广渠门外大街院",1992,"潘家园",47079,1,1,0,1,0
"杜家坎小区",1998,"苹果园",65109,1,1,1,1,1
"阜成路甲院",1979,"苹果园",72389,1,0,0,1,0
"水闸北路楼",1975,"苹果园",72452,0,1,0,0,0
"高井",1997,"苹果园",40077,1,1,1,1,0
"和枫雅居",2011,"苹果园",55671,1,1,0,0,1
"科研楼",1974,"苹果园",90102,0,0,1,0,0
"北洼东里",1980,"苹果园",94481,1,1,1,1,0
"金顶北路九院",1999,"苹果园",78917,1,0,1,0,1
"金顶街院",2009,"苹果园",79198,1,0,1,1,0
"教工楼",2008,"苹果园",67922,1,0,1,0,1
"金顶街二区",2004,"苹果园",70291,1,1,1,1,1
"市政疗养院",2006,"苹果园",47814,1,0,0,1,1
"金泰阁",2004,"苹果园",63379,1,1,1,1,1
"模式口中里",1989,"苹果园",86459,1,1,0,1,1
"金顶街三区",1995,"苹果园",125847,1,1,0,0,0
"琳琅庄园",2003,"苹果园",114157,1,1,1,1,0
"北京山语城",2008,"苹果园",78657,1,0,0,0,1
"古城地铁车辆段",2002,"苹果园",33241,1,0,0,1,0
"金顶街四区",2001,"苹果园",68908,1,0,0,1,1
"模式口北里",2007,"苹果园",41471,1,1,1,1,0
"苹果园小区二区",2008,"苹果园",52182,1,1,0,1,0
"八角北路院",2003,"苹果园",74522,0,1,0,0,0
"模式口东里",2012,"苹果园",75110,1,0,1,0,1
"茂华景上景",2007,"苹果园",66753,1,1,1,1,1
"苹果园小区三区",1987,"苹果园",89209,1,0,0,1,0
"金容苑",1974,"蒲黄榆",97238,0,1,0,1,1
"蒲黄榆二巷",1998,"蒲黄榆",35943,1,0,0,1,0
"蒲黄榆二里",1990,"蒲黄榆",99594,1,1,1,1,1
"电报局街",1983,"七里庄",113948,0,1,0,0,0
"胡桃园",2004,"七里庄",63244,1,0,1,0,0
"近园路",2000,"七里庄",79035,1,1,1,1,0
"大宁山庄三区C区",2004,"青塔",52258,1,0,0,1,1
"林栖园",1985,"青塔",112331,0,1,0,1,1
"民岳家园三期",2003,"青塔",129969,1,0,0,1,1
"芭蕾雨悦都南区",2007,"青塔",55740,1,1,0,0,0
"大成郡驭风园",1983,"青塔",65909,1,1,0,1,0
"青塔东里院",2001,"青塔",47066,1,0,0,1,1
"太路院",2007,"青塔",90017,1,1,0,1,1
"大成郡滴露园",2004,"青塔",52970,1,1,1,0,0
"观景园",2001,"青塔",69261,1,1,0,1,0
"建邦枫景",1989,"青塔",109084,1,1,1,0,0
"博龙家园",2012,"青塔",84680,1,0,0,0,1
"金隅润景阁",2004,"青塔",52385,1,1,1,0,0
"青塔东里",1999,"青塔",91902,1,1,0,1,0
"春园",2004,"青塔",60502,1,0,1,1,0
"芳园",1998,"青塔",61954,1,1,0,1,1
"蔚园",1994,"青塔",33298,1,0,1,0,0
"今日家园",2011,"青塔",57333,1,1,1,0,0
"芳清园",1965,"清河",69126,1,1,0,1,0
"后屯路院",1985,"清河",89585,1,0,1,0,0
"加气混凝土厂宿舍",1979,"清河",94309,1,1,1,1,1
"世华龙樾二期",1997,"清河",64602,1,1,0,0,1
"黄路院",1996,"清河",67798,1,1,0,1,0
"君安家园东区",1988,"清河",86316,1,1,0,0,0
"清河文苑",2012,"清河",32854,1,1,0,0,1
"北京机械学院家属楼",1993,"清河",91842,1,1,1,0,0
"电力宿舍",1991,"清河",107682,0,1,1,0,0
"君安家园西区",2007,"清河",91656,1,1,0,0,1
"空军机械家属院",2014,"清河",92910,1,0,0,0,1
"社会福利院家属楼",2006,"清河",58853,1,0,0,1,1
"双榆树北路",1998,"清河",65929,1,1,0,0,0
"枫丹",2000,"清河",121108,1,1,0,0,1
"金隅翡丽爱公馆",1997,"清河",72141,1,1,1,1,0
"毛纺厂西小区",2001,"清河",92909,1,0,0,0,1
"公交党校宿舍",2001,"清河",107916,1,1,0,1,1
"北新家园",1988,"清河",90995,1,0,0,0,0
"美欣家园",1999,"清河",80133,1,0,0,1,0
"润生园",2004,"清河",92196,1,1,0,0,1
"清润家园",2007,"清河",48773,1,0,0,0,0
"UHN国际村",1999,"清河",42744,1,0,0,1,1
"力度家园",2014,"清河",37701,1,0,0,1,1
"世华龙樾",1991,"清河",38163,1,0,0,0,1
"望京明苑",2000,"清河",52229,1,1,1,0,0
"华鸿家园",2007,"清河",91192,1,1,1,1,0
"水木天成",2004,"清河",112184,1,1,1,0,0
"宝盛北里",2000,"清河",40471,1,0,0,1,0
"晨月园",1993,"清河",48527,1,1,1,1,1
"静淑东里",1998,"清河",30972,1,0,1,1,0
"森林大第",1999,"清河",42508,1,0,0,1,1
"上林溪",2009,"清河",105938,1,0,0,1,1
"高巢",1987,"清河",55784,1,1,0,1,1
"强佑清河新城",2003,"清河",56764,1,1,1,1,1
"建材城东二里",1979,"清河",59440,1,1,0,1,1
"枫丹丽舍",2000,"清河",35931,1,0,0,0,0
"SOCO公社",2003,"清河",42145,1,0,0,1,0
"富力桃园C区",1989,"清河",38492,1,1,0,1,1
"三里屯SOHO",1997,"三里屯",50112,1,0,1,1,1
"华远九都汇",2000,"三元桥",67001,1,1,1,1,0
"水星园",2000,"三元桥",53601,1,1,1,0,0
"太阳国际公馆",1986,"三元桥",55989,1,1,1,1,1
"万方景轩",1988,"三元桥",63634,1,1,0,1,0
"尚家楼院",1985,"三元桥",106680,0,1,0,1,0
"冠城大通澜石",1985,"三元桥",85092,1,1,1,0,0
"金星园",1998,"三元桥",62313,1,0,1,1,1
"龙湖滟澜新宸",1988,"沙河",114538,1,1,0,1,1
"沙河展思门",2001,"沙河",51378,1,0,0,0,1
"善缘嘉园四期",2002,"沙河",53781,1,1,0,1,1
"北街家园二区",1990,"沙河",97139,1,1,1,1,0
"民园小区",2003,"沙河",42930,1,1,0,1,0
"大有北里小区",2003,"上地",52563,1,1,0,1,0
"嘉华大厦",1975,"上地",94627,0,1,0,0,1
"和韵佳园",2002,"上地",58862,1,0,0,0,0
"私摩空间",2003,"上地",61156,1,1,0,0,0
"锦顺佳园",1980,"上地",84208,0,1,0,0,0
"景和园",2013,"上地",88839,1,1,0,1,0
"北辰香麓",2012,"上地",86307,1,1,0,1,0
"褐石",2014,"上地",41387,1,1,1,0,0
"领秀新硅谷院",1992,"上地",55141,1,1,0,1,0
"骚子营",1980,"上地",74171,1,1,1,0,0
"iMOMA",1996,"上地",45437,1,0,1,1,0
"上第MOMA",1993,"上地",76285,1,1,0,0,1
"华清嘉园",1997,"上地",68685,1,1,1,1,0
"国航宿舍",2000,"芍药居",81816,1,1,0,0,1
"惠新东街甲",1980,"芍药居",93927,0,1,1,0,1
"惠新西里二区",1995,"芍药居",93931,1,1,1,1,1
"北四环东路",1956,"芍药居",97927,0,1,1,0,0
"东方城",1985,"芍药居",116842,0,1,0,0,0
"融华世家",2000,"芍药居",40116,1,0,0,0,1
"世捷座",2005,"芍药居",54188,1,1,0,0,0
"国展新座",2001,"芍药居",60877,1,0,1,0,0
"世奥国际中心",2002,"芍药居",61993,1,1,0,1,0
"世嘉座",1999,"芍药居",41276,1,0,0,1,0
"嘉铭园",1999,"芍药居",119778,1,0,1,1,0
"安慧北里小区",2004,"芍药居",82600,1,0,1,1,1
"高原街院",1998,"芍药居",65057,1,0,1,0,0
"绿雅阁",2006,"芍药居",44000,1,1,0,1,1
"卧龙小区",2012,"芍药居",38851,1,0,1,0,0
"望京西园一区",1991,"芍药居",59224,1,1,0,1,0
"都会国际",1997,"十里堡",62952,1,0,0,1,1
"甘露园东里",1980,"十里堡",75659,1,1,0,0,1
"京棉新城A区",1992,"十里堡",98698,1,1,0,1,1
"瑞宁嘉园",2000,"十里堡",43658,1,0,1,1,1
"团结湖水利局宿舍",1983,"十里堡",76016,1,1,0,1,0
"八里庄东里北巷",1994,"十里堡",84810,1,1,0,0,0
"十里堡",2002,"十里堡",59703,1,1,0,0,1
"八里庄东里",2003,"十里堡",80885,1,1,1,1,0
"晨曦园",1988,"十里堡",83122,1,1,0,1,0
"城市广场",1999,"十里堡",83717,1,1,0,1,0
"天泰北双苑",1999,"十里堡",31774,1,0,0,1,1
"金地名京",1996,"十里堡",64316,1,0,0,0,0
"朝阳捷座",1974,"石佛营",98271,0,1,0,0,1
"嘉铭桐城E区",1992,"石佛营",55879,1,0,1,1,0
"水云居",2012,"石佛营",146493,1,1,0,0,0
"水岸名居",1987,"世纪城",69963,1,1,1,0,0
